"ft.idx","mz.precursor","mz.product","rt(min)","rt(s)","Q1","Q3"
1057,419.134418376784,129.063135335156,10.56,633.5,419.1,129.1
1058,419.17333957552,72.0766989489265,13.21,792.6,419.2,72.1
1059,419.184794199082,304.152645283131,14.45,867.1,419.2,304.2
1060,419.220980285486,261.151768373516,14.23,853.8,419.2,261.2
1061,421.181860418553,244.161003987422,11.92,715.1,421.2,244.2
1062,422.744392689764,84.078619101552,16.64,998.6,422.7,84.1
1063,422.881287814332,128.948440123497,9.93,595.8,422.9,128.9
1066,423.741214651551,197.125478872942,12.73,764.1,423.7,197.1
1068,424.695655535063,120.076044525062,12.82,769.2,424.7,120.1
1069,424.85983923206,128.949147783551,9.95,596.8,424.9,128.9
1071,426.043265298066,136.057621561362,12.41,744.7,426,136.1
1072,426.205612169547,223.076847369493,13.35,800.8,426.2,223.1
1073,426.353781704663,85.0245331885784,4.32,259.2,426.4,85
1074,427.135285850309,250.088178415721,12.26,735.5,427.1,250.1
1075,427.221333180016,110.06679795217,13.84,830.4,427.2,110.1
1077,427.356346903245,85.0245329412444,4.32,259.2,427.4,85
1078,427.722626205975,110.06679795217,13.84,830.4,427.7,110.1
1080,428.22386577312,110.066796086664,13.84,830.4,428.2,110.1
1081,428.79112242194,136.936066482177,8.81,528.4,428.8,136.9
1082,429.36925319104,165.087267834201,0.82,49.1,429.4,165.1
1083,429.733851330565,115.082062042749,15.83,949.7,429.7,115.1
1084,429.882322177883,136.936051751988,8.79,527.4,429.9,136.9
1085,430.218226920137,116.066977546177,6.26,375.5,430.2,116.1
1086,430.225196691657,70.0615609405045,14.08,844.6,430.2,70.1
1087,430.234844963117,115.082097309431,15.83,949.7,430.2,115.1
1088,430.70034858143,110.067238672191,12.51,750.8,430.7,110.1
1089,430.736574075878,115.082062042749,15.83,949.7,430.7,115.1
1090,430.866986377968,136.936042499494,8.81,528.4,430.9,136.9
1091,431.348024203358,165.08717693256,0.82,49.1,431.3,165.1
1092,432.222178875326,110.066657204279,15.79,947.6,432.2,110.1
1093,432.275327139656,89.0553213983653,2.65,159.2,432.3,89.1
1094,432.275919623111,89.0553149828745,2.02,121,432.3,89.1
1096,432.865134127681,136.936054470516,8.81,528.4,432.9,136.9
1097,433.000665212007,128.949959038946,9.92,595.3,433,128.9
1098,433.199699285445,175.114316240101,14.52,871.1,433.2,175.1
1099,433.22079544991,195.085157829722,13.35,800.8,433.2,195.1
1101,433.976901634439,175.114470605805,12.75,765.1,434,175.1
1102,434.862444416997,128.949940893275,9.93,595.8,434.9,128.9
1103,435.235207449931,203.097578289555,13.16,789.6,435.2,203.1
1104,435.282316465894,169.021761487711,1.18,71,435.3,169
1105,435.8512840813,128.949988799495,9.93,595.8,435.9,128.9
1106,436.054912262084,313.04820229877,6.73,404,436.1,313
1107,436.232656160815,129.099092175696,15.37,922.1,436.2,129.1
1110,437.749716541946,86.0922445058809,12.5,749.8,437.7,86.1
1112,438.028436125833,136.936035160694,8.81,528.4,438,136.9
1113,438.174874445659,176.034268518221,10.15,609,438.2,176
1115,438.202996717128,118.081978026441,8.63,517.7,438.2,118.1
1116,438.294880769032,266.279888581974,5.07,304.1,438.3,266.3
1117,438.912036322853,128.949945488161,9.93,595.8,438.9,128.9
1119,439.9211162682,128.949945488161,9.93,595.8,439.9,128.9
1120,440.308839884612,62.0569739635237,5.51,330.6,440.3,62.1
1121,440.711938777788,166.056129367675,13.4,803.8,440.7,166.1
1123,441.154905871115,312.110717569638,13.21,792.6,441.2,312.1
1124,441.218851024656,166.056518854601,13.43,805.9,441.2,166.1
1125,441.234103358137,155.006421682805,1.11,66.4,441.2,155
1126,441.293141347553,149.020307252137,18.87,1132.2,441.3,149
1127,441.719645613505,166.056518854601,13.43,805.9,441.7,166.1
1128,442.220803069047,166.056435190045,13.43,805.9,442.2,166.1
1129,442.272348301529,255.142886134611,11.16,669.7,442.3,255.1
1130,442.554450217415,110.067326624501,12.55,752.8,442.6,110.1
1131,442.877376625718,128.949976582831,9.92,595.3,442.9,128.9
1132,442.888703221231,110.067326624501,12.55,752.8,442.9,110.1
1133,443.184225556991,156.072129639981,10.78,646.8,443.2,156.1
1134,443.202883404281,129.098800098495,15.81,948.7,443.2,129.1
1135,443.228581966932,415.195578727856,3.78,227.1,443.2,415.2
1136,443.731301352804,244.164410726973,15.51,930.3,443.7,244.2
1138,444.05171671001,179.037803495395,4.71,282.6,444.1,179
1140,444.232001468127,415.195441624109,3.67,220.4,444.2,415.2
1141,444.276584626088,147.108870901249,12.17,730.4,444.3,147.1
1142,444.362940934896,85.0245074873832,5.1,306.1,444.4,85
1143,445.18953698274,38.9607375001146,8.81,528.5,445.2,39
1144,445.363076430906,165.087276980935,0.82,49.1,445.4,165.1
1146,446.182602401973,110.066834292717,12.54,752.3,446.2,110.1
1148,446.554774843209,110.066552080879,12.06,723.8,446.6,110.1
1149,446.726703212221,72.0766854579728,11.85,711,446.7,72.1
1150,446.841623977115,128.949964366168,9.93,595.8,446.8,128.9
1152,447.062566558513,112.046188751873,13.65,819.1,447.1,112
1154,447.215236908988,175.114269809562,12.75,765.1,447.2,175.1
1155,447.936323161319,128.949657487909,9.91,594.7,447.9,128.9
1156,448.151519657427,259.087124129593,14.91,894.6,448.2,259.1
1158,448.381804653506,165.087190572289,0.82,49.1,448.4,165.1
1160,448.73992148616,86.0922616983666,12.5,749.8,448.7,86.1
1161,449.201152670535,148.056055223914,11.95,717.1,449.2,148.1
1163,449.261711582368,169.021665081855,1.19,71.5,449.3,169
1164,450.153774780508,331.095336019429,13.58,815.1,450.2,331.1
1165,450.909996259404,227.110105697308,11.32,679.4,450.9,227.1
1167,451.90183057431,128.949126076846,9.92,595.3,451.9,128.9
1168,452.272437256718,311.252928692381,5.42,325.5,452.3,311.3
1169,452.280804889086,342.302100172062,1.19,71.5,452.3,342.3
1170,452.309015743089,292.295377168587,5,300,452.3,292.3
1171,452.892072999947,128.949907225572,9.93,595.8,452.9,128.9
1172,453.204627054595,177.101440590518,13.16,789.6,453.2,177.1
1173,453.880531636726,128.949185514515,9.92,595.3,453.9,128.9
1174,454.28869127088,313.270981746532,5.38,322.9,454.3,313.3
1175,454.722892330946,136.070949620874,12.56,753.3,454.7,136.1
1176,454.827248833689,176.870875297292,8.81,528.4,454.8,176.9
1177,455.085199139664,72.0767047529233,13.82,829.3,455.1,72.1
1179,455.859990965714,274.90660918782,9.95,596.8,455.9,274.9
1182,456.293876388567,313.271950631191,5.48,329,456.3,313.3
1183,456.399700361128,85.0245212960292,4.2,252,456.4,85
1184,456.761428333658,176.098907334122,11.56,693.7,456.8,176.1
1185,456.896052890775,72.0778479148073,13.33,799.8,456.9,72.1
1186,456.961407995877,128.949075283545,9.93,595.8,457,128.9
1187,457.206147783927,110.066609910374,14.15,848.7,457.2,110.1
1189,458.343398492592,247.201535300625,0.9,54.2,458.3,247.2
1190,458.580002604556,72.0767048432706,13.82,829.3,458.6,72.1
1191,458.939784449207,128.949767870281,9.93,595.8,458.9,128.9
1193,459.91752252312,128.949825378658,9.92,595.3,459.9,128.9
1194,460.275373436681,417.231261596,5.05,303,460.3,417.2
1195,460.919850661522,128.949739571283,9.93,595.8,460.9,128.9
1196,461.205833561425,244.158826088346,13.55,813,461.2,244.2
1198,461.245910269963,204.126586889188,10.63,637.6,461.2,204.1
1199,461.267604576834,216.091909655908,12.64,758.4,461.3,216.1
1200,461.47237433383,70.0615010948578,16,959.9,461.5,70.1
1201,461.723850461947,70.0615010948578,16,959.9,461.7,70.1
1202,462.036699144286,104.102757918363,11.49,689.6,462,104.1
1204,462.250212494217,176.870886688187,8.79,527.4,462.3,176.9
1205,462.720676757248,120.077301203244,13.18,790.6,462.7,120.1
1206,462.872868252123,128.949646940134,9.93,595.8,462.9,128.9
1207,462.898433643322,128.949276961333,9.93,595.8,462.9,128.9
1209,463.679921691366,110.066791372382,13.47,807.9,463.7,110.1
1210,463.882963632276,128.949095534242,9.93,595.8,463.9,128.9
1212,464.243985015226,118.081341904663,8.61,516.7,464.2,118.1
1214,464.308709918398,292.295139164695,5.22,313.2,464.3,292.3
1215,464.368348113167,46.0622683043303,18.87,1132.2,464.4,46.1
1218,465.163872344899,244.074877156893,7.31,438.7,465.2,244.1
1221,465.861497889723,128.949825378658,9.93,595.8,465.9,128.9
1222,466.288174200592,72.0409532912406,3.27,195.9,466.3,72
1223,466.289148803111,89.0553634510644,1.23,73.6,466.3,89.1
1224,466.325020031983,294.312868666589,5.19,311.2,466.3,294.3
1225,467.32885542815,294.312680004722,5.06,303.6,467.3,294.3
1226,468.304210875572,184.069469448927,5.32,319.4,468.3,184.1
1227,468.941136042351,128.949746799922,9.91,594.7,468.9,128.9
1228,469.236014226919,227.1080146832,11.34,680.4,469.2,227.1
1229,469.306755848784,184.067839655453,5.53,331.6,469.3,184.1
1230,469.495511677041,70.0615690396608,12.9,774.3,469.5,70.1
1231,469.746595426048,70.0615613515846,12.9,774.3,469.7,70.1
1234,470.717501568788,217.078131268219,13.3,797.7,470.7,217.1
1235,470.756789892699,120.077479862301,9.5,570.3,470.8,120.1
1236,470.801329270737,176.870956257479,8.81,528.4,470.8,176.9
1237,471.004290256424,44.0463865748387,15.57,934.4,471,44
1238,471.25537496875,44.0464243670143,15.57,934.4,471.3,44
1239,471.258171851984,120.077479862301,9.5,570.3,471.3,120.1
1240,472.751699939486,185.161559056154,12.22,733.5,472.8,185.2
1241,472.764636066277,90.050928742451,10.68,640.6,472.8,90.1
1243,472.992218279946,128.949093002203,9.93,595.8,473,128.9
1244,473.114895772704,344.059770534259,13.02,781.4,473.1,344.1
1246,475.862669055744,128.949224619711,9.93,595.8,475.9,128.9
1248,476.267596474834,72.0767471312452,12.34,740.6,476.3,72.1
1249,476.269601105557,433.230409266171,5.58,334.7,476.3,433.2
1250,476.302069246423,89.0553321935687,2.84,170.4,476.3,89.1
1251,476.301696259228,89.0553573751701,2.21,132.7,476.3,89.1
1252,476.753266802091,110.066905360072,13.31,798.7,476.8,110.1
1253,477.207154952308,307.020284618271,11.63,697.8,477.2,307
1254,477.55597802299,44.0462473006178,14.33,859.9,477.6,44
1255,477.890754684341,136.070671156712,14.33,859.9,477.9,136.1
1256,478.162828756759,112.046204243877,4.95,296.9,478.2,112
1260,479.367875982687,223.059457135818,0.82,49.1,479.4,223.1
1261,479.576037886558,112.04610988388,15.38,922.7,479.6,112
1263,480.109952067934,148.056444158225,11.97,718.2,480.1,148.1
1265,480.304079979372,339.285585603774,5.31,318.3,480.3,339.3
1266,480.339612909649,44.0464171786091,4.86,291.8,480.3,44
1268,480.776729847351,274.182413822757,14.11,846.7,480.8,274.2
1269,480.922566699627,128.948451458537,9.93,595.8,480.9,128.9
1270,481.217029400865,120.077712619219,10.86,651.9,481.2,120.1
1271,481.216735184223,118.081927415538,8.62,517.2,481.2,118.1
1272,481.278014070342,274.181244545618,14.11,846.7,481.3,274.2
1273,481.708986401742,110.066774815622,13.3,797.7,481.7,110.1
1274,482.321117881663,341.301518207208,5.29,317.3,482.3,341.3
1275,482.901873873438,128.94844928053,9.93,595.8,482.9,128.9
1276,483.32377375324,341.301413740339,5.37,322.4,483.3,341.3
1277,483.932791371456,72.076791636288,10.8,647.8,483.9,72.1
1278,484.111507116393,355.065959534689,14.21,852.8,484.1,355.1
1279,484.268119299562,72.0767982905881,10.8,647.8,484.3,72.1
1280,484.325393209786,341.301540461354,5.29,317.3,484.3,341.3
1281,484.601829772575,72.0770357938427,10.8,647.8,484.6,72.1
1282,484.880972874516,128.948457290249,9.93,595.8,484.9,128.9
1283,484.883525861149,44.0464426643282,14.34,860.4,484.9,44
1284,484.935784070162,72.0767880292485,10.8,647.8,484.9,72.1
1285,485.343139349964,89.0553260042003,0.94,56.2,485.3,89.1
1286,486.110024588383,264.035766926919,13.84,830.4,486.1,264
1287,486.832303455963,38.9599752616783,8.81,528.4,486.8,39
1288,486.859566494813,380.870373258046,9.95,597.3,486.9,380.9
1292,487.265401349927,86.0924256100872,14.57,874.2,487.3,86.1
1293,487.282425515201,129.098144647105,13.19,791.6,487.3,129.1
1295,487.659556196268,103.070117122496,1.26,75.6,487.7,103.1
1296,487.744332270463,129.098113400511,16.03,961.9,487.7,129.1
1297,487.922908764573,94.9249423616006,8.79,527.4,487.9,94.9
1298,488.23068834484,129.098058901037,13.19,791.6,488.2,129.1
1299,488.277993707606,175.114076094755,12.19,731.4,488.3,175.1
1300,488.723770477206,129.098146813238,13.19,791.6,488.7,129.1
1301,489.110349420706,264.036351365232,13.52,811,489.1,264
1302,489.141272230822,113.029922831245,4.44,266.3,489.1,113
1303,490.171147861619,148.056391582164,11.97,718.2,490.2,148.1
1304,490.245568550477,147.107808145004,14.08,844.6,490.2,147.1
1305,490.751868246475,110.066690246211,12.92,775.3,490.8,110.1
1307,491.241232956899,72.0767277919933,10.8,647.8,491.2,72.1
1308,491.286649563256,379.163503312984,0.56,33.8,491.3,379.2
1309,491.58193305508,136.057778489828,15.05,902.8,491.6,136.1
1310,491.746328890808,118.081341969397,11.34,680.4,491.7,118.1
1312,492.471704431889,236.232289471961,0.9,54.2,492.5,236.2
1313,492.902890086059,128.949062991454,9.92,595.3,492.9,128.9
1315,493.264913798888,72.0768045204613,10.57,634,493.3,72.1
1316,493.405480242229,128.949097116984,9.91,594.7,493.4,128.9
1317,494.319118594338,476.313280700683,5.22,313.2,494.3,476.3
1318,496.335659532433,184.06956030673,5.18,310.7,496.3,184.1
1321,496.953478124743,128.948482795316,9.93,595.8,497,128.9
1323,497.127197644117,113.029840044296,4.42,265.3,497.1,113
1325,498.277545701072,313.27006043775,6.99,419.3,498.3,313.3
1326,499.220944478947,195.084709488508,12.22,733.5,499.2,195.1
1327,500.309766074392,129.098198474022,13.16,789.6,500.3,129.1
1328,501.06105927364,251.032485481385,8.47,508.1,501.1,251
1329,501.740773064124,245.073102456671,14.09,845.7,501.7,245.1
1331,502.370032622455,89.0559161535631,0.94,56.2,502.4,89.1
1334,504.301087409632,461.259019899187,5.27,316.3,504.3,461.3
1335,504.882808885103,128.949957826473,9.93,595.8,504.9,128.9
1336,505.136966839038,184.069448778652,15,899.7,505.1,184.1
1337,505.173278834565,137.041194970848,4.97,297.9,505.2,137
1338,505.304566492749,443.247082545553,5.39,323.4,505.3,443.2
1339,505.754376368461,72.0767155270692,13.77,826.3,505.8,72.1
1340,506.318153124065,443.249311828478,5.25,315.3,506.3,443.2
1341,506.487437822822,264.264534044759,0.9,54.2,506.5,264.3
1342,506.862398455238,128.949966097739,9.93,595.8,506.9,128.9
1344,508.021176366829,120.076823456565,14.33,859.9,508,120.1
1345,508.297918981114,341.300069060097,6.87,412.2,508.3,341.3
1346,508.370757406254,44.0464829456334,5.02,301,508.4,44
1347,508.841106600527,340.875704460208,9.95,596.8,508.8,340.9
1348,508.978004000856,136.071516227231,13.77,826.3,509,136.1
1349,509.94312901339,128.949980405443,9.91,594.7,509.9,128.9
1350,510.222942884361,439.185745919433,10.66,639.6,510.2,439.2
1352,510.579619539536,136.071529252713,13.77,826.3,510.6,136.1
1353,510.735827547925,136.936084438634,8.81,528.4,510.7,136.9
1354,510.914454246284,136.071539368824,13.77,826.3,510.9,136.1
1355,511.09131819184,452.01932884309,13.52,811,511.1,452
1356,511.12249472651,85.0248439523354,4.46,267.3,511.1,85
1357,511.220403246741,175.103010636199,11.58,694.7,511.2,175.1
1358,511.248769562292,136.071537972795,13.77,826.3,511.2,136.1
1360,511.581823273556,136.070999537001,13.77,826.3,511.6,136.1
1361,512.252315148263,175.11402293124,12.56,753.9,512.3,175.1
1364,512.868383429884,136.936091570464,8.81,528.4,512.9,136.9
1365,513.12092441319,132.073272445319,10.17,610,513.1,132.1
1367,513.588139518188,186.222538016541,4.23,254.1,513.6,186.2
1368,514.268124519731,155.078258156644,12.62,757.4,514.3,155.1
1370,514.866550704295,136.936465569022,8.81,528.4,514.9,136.9
1371,515.002715390491,128.9499567586,9.92,595.3,515,128.9
1372,515.207548835014,258.107280946464,11.49,689.6,515.2,258.1
1376,516.24733061177,429.164853391661,13.31,798.7,516.2,429.2
1377,516.308557095765,417.244958220717,9.74,584.5,516.3,417.2
1378,516.383515696883,89.0556532820219,0.94,56.2,516.4,89.1
1380,516.863869847087,128.94998782344,9.92,595.3,516.9,128.9
1384,517.905911047188,488.279742032128,13.77,826.3,517.9,488.3
1385,518.085958547759,126.017512109363,8.47,508.1,518.1,126
1386,518.112176361863,113.031387256596,4.42,265.3,518.1,113
1387,518.208176646619,353.132647995432,7.24,434.1,518.2,353.1
1388,518.316365108616,459.245433827631,5.28,316.8,518.3,459.2
1389,518.487990692489,264.265488856849,0.9,54.2,518.5,264.3
1391,519.109137552577,113.031430286108,4.43,265.8,519.1,113
1392,519.244788329641,500.264975348865,13.81,828.3,519.2,500.3
1393,519.832124120931,268.993814153551,9.93,595.8,519.8,269
1395,520.222061929769,110.066753205283,12.65,759,520.2,110.1
1396,520.273491115243,461.261994495281,5.48,328.5,520.3,461.3
1397,520.327562189766,89.0553361183007,3.04,182.7,520.3,89.1
1398,520.327206253382,133.081264700079,2.42,145.5,520.3,133.1
1400,520.504833791483,264.265488486312,0.9,54.2,520.5,264.3
1401,520.79825247997,127.080513081969,12.62,756.9,520.8,127.1
1402,520.914061624326,128.949960076858,9.93,595.8,520.9,128.9
1403,521.26541011969,129.098109330378,13.18,790.6,521.3,129.1
1404,521.28275131429,504.27291680759,13.57,814,521.3,504.3
1405,521.299866688082,127.080555884856,12.62,756.9,521.3,127.1
1406,521.72948733219,136.072185006821,13.77,826.3,521.7,136.1
1407,521.800950666677,127.081845660216,12.62,756.9,521.8,127.1
1408,521.923326461264,128.949953505105,9.92,595.3,521.9,128.9
1409,522.197248013081,163.056609018204,13.69,821.2,522.2,163.1
1410,522.250878015647,244.159927324177,12.29,737.5,522.3,244.2
1411,522.351215592401,184.069558457195,5.07,304.1,522.4,184.1
1412,523.227152048942,136.072161045704,13.76,825.8,523.2,136.1
1415,523.927288319318,110.066694409638,11.73,703.9,523.9,110.1
1416,524.043083904815,251.032458693471,8.47,508.1,524,251
1417,524.292647229976,88.0348482445039,6.86,411.7,524.3,88
1421,525.801161696044,118.08138110687,11.34,680.4,525.8,118.1
1422,526.105482655041,174.076871150243,6.16,369.3,526.1,174.1
1423,526.302607244293,118.08138110687,11.34,680.4,526.3,118.1
1424,526.309379097426,341.300914718154,6.87,412.2,526.3,341.3
1425,526.512664274417,300.284539392122,0.9,54.2,526.5,300.3
1426,526.76726159603,176.870959939691,8.81,528.4,526.8,176.9
1427,526.80388136532,118.081378262141,11.34,680.4,526.8,118.1
1428,527.118764581462,206.051240400203,15,899.7,527.1,206.1
1429,527.136771870786,147.074677697563,10.98,659,527.1,147.1
1431,527.156319734448,159.022978774537,4.98,299,527.2,159
1436,528.843287642659,176.87094922477,8.81,528.4,528.8,176.9
1437,528.845022168084,128.949507896038,9.93,595.8,528.8,128.9
1438,529.214338845951,369.105968188523,7.24,434.6,529.2,369.1
1440,530.282530502596,103.034523208527,4.23,254.1,530.3,103
1441,530.281564983551,103.03382161972,4.61,276.5,530.3,103
1442,530.823236110215,340.87933307306,9.93,595.8,530.8,340.9
1445,531.788882068239,127.081993526193,12.62,756.9,531.8,127.1
1447,532.282673888342,359.08861994261,11.02,661,532.3,359.1
1448,532.35467373443,147.098718775325,1.28,76.6,532.4,147.1
1449,532.378625383194,277.212584570798,0.99,59.3,532.4,277.2
1450,532.614819684919,70.0616308188646,12.38,742.6,532.6,70.1
1453,533.226393561849,504.274138351519,13.74,824.2,533.2,504.3
1454,533.323533356443,234.138025472892,11.14,668.2,533.3,234.1
1456,533.904822325412,128.949854601806,9.91,594.7,533.9,128.9
1458,534.290006264782,475.218402105181,5.28,316.8,534.3,475.2
1459,534.619874910571,133.05708834754,14.21,852.8,534.6,133.1
1460,534.795377652712,329.177000988933,11.44,686.5,534.8,329.2
1461,534.838864541797,177.106414666904,7.36,441.8,534.8,177.1
1465,535.262224102064,129.098309061529,12.65,759,535.3,129.1
1466,535.293135151123,475.217944923708,5.39,323.4,535.3,475.2
1467,535.297253281794,329.177487102891,11.44,686.5,535.3,329.2
1468,536.003978328699,242.075377335402,8.81,528.5,536,242.1
1469,536.498976307625,264.266676231772,0.9,54.2,536.5,264.3
1472,537.16301128077,137.042643940663,6.07,364.2,537.2,137
1474,538.514770376154,264.266631229346,0.9,54.2,538.5,264.3
1476,538.963401804248,128.949759206035,9.92,595.3,539,128.9
1479,539.798160895592,104.066557564511,10.92,654.9,539.8,104.1
1485,540.943103579984,128.949863016733,9.93,595.8,540.9,128.9
1486,541.281059205806,72.0767319533639,10.61,636.6,541.3,72.1
1487,541.292516607962,315.198512306666,14.43,866,541.3,315.2
1488,541.341966442174,89.0553574685458,6.96,417.8,541.3,89.1
1489,541.532346165547,264.266616051198,0.89,53.7,541.5,264.3
1490,541.541675788925,89.0554287429769,6.96,417.8,541.5,89.1
1491,541.782190396874,72.0767178807671,10.62,637.1,541.8,72.1
1494,542.251459393908,234.102309112927,11.53,691.6,542.3,234.1
1495,542.283885526077,72.0767200746039,10.63,637.6,542.3,72.1
1496,542.921809726389,128.949887552283,9.93,595.8,542.9,128.9
1497,543.271665804838,280.088497349191,11.46,687.6,543.3,280.1
1498,543.611045224279,86.0923740614485,14.11,846.7,543.6,86.1
1501,544.255997426134,374.150557644282,13.23,793.6,544.3,374.2
1502,544.303013727276,244.160874563899,13.56,813.5,544.3,244.2
1503,544.332977515562,184.069614391807,5.05,303,544.3,184.1
1504,544.339007428033,129.061499012937,10.52,631.5,544.3,129.1
1505,544.875428635181,128.949834087814,9.93,595.8,544.9,128.9
1507,545.785770785212,329.176473930739,11.44,686.5,545.8,329.2
1508,545.883485435179,128.949912130043,9.92,595.3,545.9,128.9
1509,546.246698523803,423.194720760731,11.7,701.8,546.2,423.2
1511,546.319321562308,234.141183991961,12.51,750.8,546.3,234.1
1512,546.34827533062,104.103736728716,5.18,310.7,546.3,104.1
1513,546.396124338701,133.081456973063,0.99,59.3,546.4,133.1
1515,546.801022696379,227.102311955007,16.2,972.1,546.8,227.1
1517,547.278787323616,504.276149615588,13.74,824.2,547.3,504.3
1518,547.302414212427,227.099282968282,16.2,972.1,547.3,227.1
1519,547.46657474834,229.138964649792,0.8,48.1,547.5,229.1
1520,547.754978753551,136.071124599373,14.08,844.6,547.8,136.1
1521,547.795841690493,72.0772557698272,11.94,716.1,547.8,72.1
1522,547.803979746647,227.102311955007,16.22,973.1,547.8,227.1
1523,548.087107583715,174.076253662829,6.16,369.3,548.1,174.1
1524,548.290190661216,341.301038767817,6.87,412.2,548.3,341.3
1525,548.365362319698,184.069519380757,5.03,302,548.4,184.1
1526,548.533126470969,264.266650061747,0.89,53.2,548.5,264.3
1527,548.767148983945,245.073501184337,14.11,846.7,548.8,245.1
1528,549.128391662515,97.0232562250501,12.11,726.3,549.1,97
1529,549.269334034122,245.074177389197,14.11,846.7,549.3,245.1
1531,549.680667981735,59.0571984787124,7.38,442.8,549.7,59.1
1532,549.770944408758,245.075286714045,14.12,847.2,549.8,245.1
1534,550.056826778112,179.034439777546,4.73,283.7,550.1,179
1535,550.112302560901,112.04610144838,11.38,683,550.1,112
1536,550.122019166681,177.025575306707,13.69,821.7,550.1,177
1537,550.147454714109,89.0553240436373,7,419.8,550.1,89.1
1538,550.34509393258,185.122463129522,12.6,755.9,550.3,185.1
1539,550.347852086747,89.055287653407,7.01,420.3,550.3,89.1
1540,550.380940024404,104.102510610327,4.98,299,550.4,104.1
1541,550.94436016755,104.987462604302,9.91,594.7,550.9,105
1542,551.275217007632,344.134758981881,13.6,816.1,551.3,344.1
1543,552.271646063425,156.071737354037,10.62,637.1,552.3,156.1
1544,552.772925297112,156.071737354037,10.61,636.6,552.8,156.1
1545,552.802133729466,176.870801708861,8.81,528.4,552.8,176.9
1546,552.804433140111,128.949574520693,9.93,595.8,552.8,128.9
1547,553.275058089474,156.071737354037,10.63,637.6,553.3,156.1
1549,554.387382615285,496.337945468116,5.2,312.2,554.4,496.3
1550,554.471321785877,355.066631591319,0.82,49.1,554.5,355.1
1551,554.544505812115,300.284917888494,0.92,55.2,554.5,300.3
1552,554.592751730843,260.064971871509,13.19,791.6,554.6,260.1
1555,554.784097603174,157.128744651393,12.6,755.9,554.8,157.1
1556,555.047889571047,167.021787011307,10.52,631.5,555,167
1557,555.286562568784,166.082021428522,7.23,433.6,555.3,166.1
1558,555.788559947541,72.0778075058792,13.58,815.1,555.8,72.1
1559,556.290073472319,72.0767768554485,13.58,814.5,556.3,72.1
1560,556.485944077913,355.066718468779,0.82,49.1,556.5,355.1
1561,556.52386408146,403.229293716774,0.99,59.3,556.5,403.2
1565,557.865280404525,128.949249423931,9.91,594.7,557.9,128.9
1566,558.745905085881,175.115387096778,14.08,844.6,558.7,175.1
1567,558.752727758626,89.0553950242233,7.03,421.9,558.8,89.1
1568,558.952247305619,89.0553873645116,7.04,422.4,559,89.1
1569,559.146613143138,291.066156835498,6.07,364.2,559.1,291.1
1571,559.845814873106,128.948999225278,9.92,595.3,559.8,128.9
1572,560.259295759456,110.066587331039,10.63,637.6,560.3,110.1
1573,560.305298385663,501.231359438318,5.31,318.3,560.3,501.2
1574,560.334741249812,543.311705920544,12.12,727.3,560.3,543.3
1575,560.409985671954,165.08375527894,0.97,58.3,560.4,165.1
1578,560.799057096395,244.161485636642,15.52,931.3,560.8,244.2
1581,561.299620766553,70.0616066576517,15.52,931.3,561.3,70.1
1584,561.801539538889,244.161383379092,15.52,931.3,561.8,244.2
1585,562.32068461226,501.231806401921,5.07,304.1,562.3,501.2
1586,562.620170797804,72.0767225887654,13.57,814,562.6,72.1
1587,562.924261053697,128.949417158225,9.93,595.8,562.9,128.9
1588,563.262054003992,156.071852700611,10.62,637.1,563.3,156.1
1590,564.020788977334,71.0821191626582,7.41,444.8,564,71.1
1591,564.060346946248,396.994451728377,6.16,369.8,564.1,397
1593,564.313705471327,70.0614233799974,12.39,743.7,564.3,70.1
1594,564.33332804488,148.056243008523,11.97,718.2,564.3,148.1
1595,564.353395205904,133.081372239386,3.23,193.9,564.4,133.1
1596,564.353002523785,89.0553501000938,2.65,158.7,564.4,89.1
1597,564.528775483066,264.26430238866,0.89,53.2,564.5,264.3
1598,564.815801608863,70.0614405814562,12.39,743.7,564.8,70.1
1599,564.903930098629,128.949571041236,9.93,595.8,564.9,128.9
1601,565.132943458513,436.092546279222,13.21,792.6,565.1,436.1
1602,565.317871544635,70.0616119114929,12.39,743.7,565.3,70.1
1603,565.598255454245,104.04801981815,15.34,920.1,565.6,104
1606,566.882185914465,128.949673841234,9.93,595.8,566.9,128.9
1607,567.492191130073,355.066490952715,0.8,48.1,567.5,355.1
1608,567.548674808307,264.264377738884,0.89,53.2,567.5,264.3
1610,567.957878907128,45.0303245896425,7.07,424.4,568,45
1611,568.131699191243,244.158872391255,13.72,823.2,568.1,244.2
1612,568.179145083873,204.080768641722,13.38,802.8,568.2,204.1
1613,568.227108669904,553.260442242259,11.7,701.8,568.2,553.3
1614,568.420817961462,284.292201160774,0.85,51.1,568.4,284.3
1615,568.751692906414,209.100836891963,12,720.2,568.8,209.1
1616,568.777479562299,176.870870355884,8.81,528.4,568.8,176.9
1617,569.23040211039,553.259094362272,11.7,701.8,569.2,553.3
1618,569.287359502955,315.192722853025,12.96,777.3,569.3,315.2
1620,569.845624642296,128.949722057453,9.92,595.3,569.8,128.9
1621,570.318813628256,331.039558563737,13.74,824.2,570.3,331
1622,570.840836772214,446.840259409637,9.95,596.8,570.8,446.8
1624,571.321966620666,70.0614846628493,12.03,721.7,571.3,70.1
1626,571.823539740832,70.0614997799379,12.02,721.2,571.8,70.1
1627,571.860057199682,152.051652735083,7.41,444.8,571.9,152.1
